time,open,high,low,price,vwap,volume,currency,log_return
2023-05-11,1842.00,1842.36,1770.71,1795.4,1801.59,25435.94329901,Ethereum,-0.02562409949266399
2023-05-12,1794.98,1816.45,1740.00,1808.26,1773.23,34181.15427087,Ethereum,0.007137218600275807
2023-05-13,1808.23,1816.45,1788.00,1796.22,1801.13,10941.75461366,Ethereum,-0.006680600130478131
2023-05-14,1796.08,1824.98,1790.98,1799.85,1803.23,11786.48061238,Ethereum,0.002018871286121626
2023-05-15,1799.89,1847.90,1785.80,1816.64,1827.92,26209.15789997,Ethereum,0.009285312903853885
2023-05-16,1815.81,1831.00,1796.63,1823.92,1817.18,24857.21168214,Ethereum,0.003999390040929907
2023-05-17,1824.07,1835.92,1782.95,1821.75,1812.39,19543.84757734,Ethereum,-0.00119045347289982
2023-05-18,1821.79,1831.73,1772.15,1801.01,1807.29,18591.33115391,Ethereum,-0.01144995891900092
2023-05-19,1801.00,1829.00,1797.61,1812.66,1813.02,11355.37731966,Ethereum,0.0064477610634236385
2023-05-20,1812.66,1830.00,1807.49,1820.0,1816.84,12244.34534132,Ethereum,0.004041121376026707
2023-05-21,1819.79,1828.55,1796.68,1804.26,1810.53,6230.34570666,Ethereum,-0.008685965664647834
2023-05-22,1804.79,1826.89,1791.93,1817.45,1814.14,10108.83280042,Ethereum,0.00728388430669693
2023-05-23,1817.63,1873.34,1815.35,1854.24,1851.55,16348.20856496,Ethereum,0.020040488873190727
2023-05-24,1854.12,1854.13,1777.83,1799.75,1806.42,22658.67942886,Ethereum,-0.029827142236668526
2023-05-25,1799.83,1818.00,1761.43,1805.83,1790.59,15918.02934956,Ethereum,0.0033725535214224056
2023-05-26,1805.83,1838.20,1796.30,1828.55,1824.24,12407.24761575,Ethereum,0.01250298316289543
2023-05-27,1828.81,1835.99,1813.51,1831.12,1827.04,6641.68957707,Ethereum,0.0014044984506627245
2023-05-28,1831.13,1920.00,1824.33,1908.51,1870.61,25555.28725800,Ethereum,0.04139503140421952
2023-05-29,1909.83,1929.26,1873.65,1892.81,1902.17,18950.42459866,Ethereum,-0.008260335500085961
2023-05-30,1892.95,1917.36,1881.72,1900.81,1904.28,11258.76468405,Ethereum,0.004217613708721531
2023-05-31,1900.80,1907.88,1843.65,1873.59,1869.33,25630.14702200,Ethereum,-0.014423734586569873
2023-06-01,1873.88,1888.66,1838.01,1861.48,1862.67,20253.61770570,Ethereum,-0.006484506279260825
2023-06-02,1861.21,1914.75,1847.19,1907.25,1891.01,24966.62692218,Ethereum,0.024290543738921488
2023-06-03,1907.25,1909.90,1883.49,1891.99,1900.58,10601.22069413,Ethereum,-0.008033228784745123
2023-06-04,1891.98,1915.04,1884.90,1889.99,1899.57,10334.51537192,Ethereum,-0.0010576471511939537
2023-06-05,1889.77,1890.52,1777.00,1810.64,1831.44,40407.55530339,Ethereum,-0.042891164112929286
2023-06-06,1810.83,1898.00,1796.35,1883.98,1847.03,31540.04123606,Ethereum,0.039706186447238244
2023-06-07,1884.36,1896.55,1821.40,1832.32,1852.90,21886.75042360,Ethereum,-0.027803636899013134
2023-06-08,1832.31,1862.19,1828.81,1846.0,1847.67,16237.59121052,Ethereum,0.007438212593101968
2023-06-09,1846.03,1854.75,1828.20,1840.2,1840.05,12002.90448819,Ethereum,-0.003146874714536603
2023-06-10,1840.20,1844.43,1718.73,1752.38,1757.12,36760.58534814,Ethereum,-0.04889939739307007
2023-06-11,1752.33,1778.80,1739.13,1752.92,1755.69,11953.17499279,Ethereum,0.0003081048722058604
2023-06-12,1752.92,1758.65,1720.09,1742.2,1736.41,18996.69636593,Ethereum,-0.006134286442605052
2023-06-13,1742.20,1765.89,1724.60,1739.03,1741.61,15920.89202565,Ethereum,-0.001821195885463435
2023-06-14,1739.03,1749.72,1630.01,1650.37,1690.92,38258.98010430,Ethereum,-0.052327981319033975
2023-06-15,1650.37,1680.33,1620.06,1665.33,1646.40,41203.25083866,Ethereum,0.00902379679378018
2023-06-16,1665.32,1727.34,1648.77,1716.65,1692.30,26721.36681376,Ethereum,0.0303514152306036
2023-06-17,1716.95,1768.14,1713.80,1727.3,1739.02,10152.50351998,Ethereum,0.006184778494560693
2023-06-18,1727.30,1747.85,1713.29,1720.3,1730.94,8856.94727688,Ethereum,-0.004060801496245172
2023-06-19,1720.31,1750.94,1698.95,1737.1,1724.50,17741.73122112,Ethereum,0.009718361904884178
2023-06-20,1736.85,1795.77,1715.00,1792.26,1753.67,25574.57509754,Ethereum,0.03126033718828001
2023-06-21,1792.54,1900.73,1787.74,1888.72,1851.76,51048.06565828,Ethereum,0.05242195764380007
2023-06-22,1888.80,1930.88,1867.12,1872.03,1900.53,38971.72900894,Ethereum,-0.008875947389803948
2023-06-23,1872.26,1938.92,1862.89,1892.63,1896.51,25125.12985930,Ethereum,0.010943992608325272
2023-06-24,1893.00,1906.00,1866.08,1875.63,1886.18,14032.47109847,Ethereum,-0.009022793189326542
2023-06-25,1875.63,1929.81,1869.24,1898.61,1905.27,25394.49026167,Ethereum,0.012177436503545603
2023-06-26,1898.84,1907.50,1838.00,1858.86,1871.71,19688.90790123,Ethereum,-0.0211586428932208
2023-06-27,1858.74,1912.19,1856.24,1889.8,1883.17,23557.66116956,Ethereum,0.016507606769048236
2023-06-28,1889.68,1890.08,1817.06,1827.76,1853.31,20718.31946007,Ethereum,-0.03337982998229806
2023-06-29,1827.81,1878.00,1827.53,1851.81,1850.97,10750.26851017,Ethereum,0.013072365784342782
2023-06-30,1851.82,1946.00,1825.80,1933.19,1897.81,38341.64812754,Ethereum,0.04300794903644411
2023-07-01,1934.02,1944.09,1909.04,1924.61,1923.10,14206.52598205,Ethereum,-0.004448138393353247
2023-07-02,1924.61,1960.00,1889.17,1937.21,1930.45,18467.60370489,Ethereum,0.0065254438117033865
2023-07-03,1937.21,1974.98,1933.71,1955.5,1958.44,23564.72632847,Ethereum,0.009397121590204427
2023-07-04,1955.79,1965.93,1931.71,1935.31,1950.51,10589.63073212,Ethereum,-0.010378394845066209
